index,title,content
994609,这个价位连LED刹车灯都没有..性价比太低啰,对MG5的点评:MG5的设计师应该很久没上马路了.现在5万以上很多车都有LED前后灯了.而一直说自己时尚的MG5确用普通刹车灯...介意设计师看看东风的两箱车.本打算买MG5的.但...所以我上月买了帝豪EC7-RV.很不错..
965276,陕西榆林汛期已造成11人死亡15人失踪,"新华网延安7月29日电(记者刘彤 梁爱平)记者29日从陕西省榆林市防汛抗旱指挥部了解到,自7月15日以来,受三次较大降水过程影响,位于陕西北部的榆林市受到严重洪涝灾情影响,目前已造成11人死亡,15人失踪,防汛形势严峻。"
1043330,07-19日瑞典超推荐:赫根取胜势在必得,"2012瑞典超 常规赛 第16轮比赛时间:2012-07-20星期五 02:00平均赔率:1.44 3.99 6.60两队交战记录:主队赫根目前的联赛排名7,客队厄勒布排名第16,从排名上可以看出双方实力还是有一定差距的,赫根明显占优。从两队的交战历史来看,主队赫根4胜3负占上风。而从最近两场比赛来看,去年8月赫根曾出现过很大失误,客场以4:0输给厄勒布,但在今年的比赛中,赫根明显回复绝佳状态,此役加之主场优势,再战厄勒布没有理由不胜。客队厄勒布,近10场比赛3胜2平5负,状态一般。加之此役作客赫根,恐无胜算。从赔率上,波动幅度不大,看好主胜的优势明显,本场赫根取胜势在必得。胜平负推荐: 3"
950630,罚340万英镑(组图),"“亲热”一次付50万日元每生1胎得到500万美元明星们的婚前协议到底想保护什么重点一 休想分走我一半钱中国人的传统观念是,谈钱伤感情;而明星们的原则是伤了感情,那就钱来弥补吧。一旦涉及分手或离婚,首先是如何分割财产。明星不离路人婚,如果几亿身家就因为结了两三年婚就被分去一半,那心是哇凉哇凉的,所以婚前协议的重点就是:我的钱是我的,想平分,休想。就连英国的威廉王子也不能免俗。他与凯特婚前也签了协议。威廉现有约1300万英镑,如女王伊丽莎白二世去世,他还可再继承2.9亿英镑遗产,如果离婚,凯特不能要求分走一半,而且据婚前协议,如果凯特对外泄露协议细节,将面对上百万英镑的巨额赔偿。当然如果犯了错,也将受到金钱惩罚。影星迈克·道格拉斯与前妻黛安卓的婚姻持续近20年,闹离婚时官司打了一年多,最后以4500万美元成交。所以他和凯瑟琳·泽塔琼斯结婚前先谈妥婚前协议。在他俩的婚前协议中,婚后不忠行为作为其中重要的条款:如果道格拉斯被发现出轨,他要付出340万英镑的代价。同时,只要泽塔琼斯一戴上结婚戒指,马上就可以获得道格拉斯所有资产的十分之一。重点二 孩子是争夺对象明星婚前协议,孩子绝对是重点。最经典案例就是张柏芝了。她和谢霆锋的婚前协议中最有名的一条便是:“他日无论何种原因分手,张柏芝都可带走自己所有子女。”现在看起来,张柏芝的眼光还是非常长远的。孩子也是成为男方给分手费“加码”的重要因素。碧昂丝与身家财产过亿元的嘻哈大亨JAY-Z的婚前协议如下:如两年内离婚,碧昂丝可以拿1000万美元;假如婚姻维持下去,碧昂丝每年可领100万美元,最高可领15年;每生1胎,JAY-Z将支付碧昂丝500万美元。“大嘴美女”茱莉亚·罗伯茨也在2002年与丈夫丹尼签下过婚前协议书,内容指出,一旦茱莉亚·罗伯茨有了孩子还要与丹尼离婚的话,丹尼便会得到接近700万美元的分手费,相反,没有生孩子而离婚的分手费则是90万美元。重点三 各种爱好、怪癖都要写清楚如果你认为婚前协议只是钱和孩子,那就大错特错,有些明星龟毛到吃喝拉撒都要严格规定。比如丈夫如对岳父母不敬,每次罚1万美元;岳母不得来家过夜;丈夫只能在周末看足球比赛……爱好社交自由的小S婚前就跟老公许雅钧协议好:婚后各不干涉互相的社交活动,这些社交活动肯定包括小S去陪大款喝酒,许雅钧去夜店。翁虹则是为了防止家庭暴力,跟老公签订了婚前协议。但那些诡异而苛刻的“婚前协议”,在日本女星泽尻绘里香面前,都弱爆了。凭借《一公升的眼泪》在日本红透半边天的女星泽尻绘里香,在2009年人气鼎盛时期毅然闪嫁比自己大22岁的男友高城刚,时隔一年零三个月她又火速与高城刚离婚。泽尻绘里香逼男方签的婚前协议书中,不仅规定了“亲热每月5次”,每多做一次就要付款五十万日元(约3.7万人民币),还提出“有情趣方面等异常要求必须事先谈判”。完全不签:天价的分手费签婚前协议,在明星看来绝对是天经地义。即便有人坚持真爱,也在血的教训前,低下了头颅。美国女星罗斯安尼·巴尔1999年和汤姆·阿诺德结婚时,她的私人律师苦口婆心劝她签署婚前协议,被她一顿臭骂后解雇。结果,四年后她离婚时,就不得不忍痛把5000万美元的一半身家拱手送给前夫。而大名鼎鼎的凯文·科斯特纳、哈里森·福特也吃了没签婚前协议的亏,他们分别赔给前妻8000万美元和8500万美元。美国红歌星杰西卡·辛普森也是因为侥幸心理没有签协议,最后吃了大亏。她和丈夫尼克·拉奇结婚时,男方的知名度要比女方高出许多,女方自以为占了便宜,并未提出签“婚前协议”。然而结婚三年后,辛普森成为了年收入3000万的大明星,让走下坡路的尼克望尘莫及。离婚时,尼克分走了杰西卡·辛普森一半的家产。签了不够细:依然阴沟里翻船尽管婚前协议是一纸靠谱的法律凭证,但保不齐会有漏掉的细节。当年,布兰妮签了一份长达60页的婚前协议,保证她6500万美元的财产不会给凯文一分一厘,包括子女监护权。然百密一疏,60页的婚前协议大概漏掉了“性爱光碟”的内容。"
1007869,"车晓谈离婚:没去要3亿分手费,仍相信爱情","据报道,这是车晓在离婚风波后第一次敞开心扉接受采访,可以想象她经历了怎样的内心博弈,才对记者说起那些人们最关心的问题:关于她刚刚结束的婚姻,关于传说中位列山西首富的前夫,还有,那据说多达3亿人民币的分手费。在采访之中,她提到成长、伤害和憧憬,语气平静,面带微笑,那些答案,是解释,但更像一次倾诉。她也展示了自己此时的生活,保持一定节奏接戏,开工之余,和所有的小女人一样,她爱四处旅行淘淘心爱之物,偶尔下厨会煲汤,还要抽时间打点属于自己的奢侈品店铺这家店铺选址在北京高档商业区,已经开业半年,从筹备开始就由职业CEO来介入管理。一切听上去都太美好了,这或许就是她想给世人的答案:那场失败的婚姻,她已经全身而退。“来来来,喝点水”,看到我们进来,正坐着化妆的车晓十分麻利地站起来招呼,嗓门儿不小,声音爽朗而亲切也消除了初次见面的拘谨。出乎记者意料的是,对所有那些必须答的问题,车晓选择开门见山。从小女生一路走来,成长在离异的家庭,车晓承认自己原本对婚姻就没什么憧憬,但后来遇到了,而且当时确信是缘分,相信命中注定,便逃不掉了。只是,这种缘分没能延续得更久,对此,此时的车晓已经想明白了:“会遭遇的事情早晚都会来,我觉得非常好,我还很年轻,复原能力很强、还能够左右自己的时候,碰到这些东西是好的,这是我生命中的一部分。”直到现在,车晓依然对李兆会评价很高,她不避嫌地盛赞他的勤奋,用“非常好的年轻人”来形容他。之前风传的高达3亿人民币的分手费当然是这个话题中无法回避的焦点。4月的某日,她反复琢磨后决定发条微博澄清那“3亿分手费”的传闻:“对方的家产是人家辛辛苦苦打下的江山,我不要”。但很多人还是会好奇,你不要,但是对方会不会主动给呢?这是一个抵达车晓底线的问题,她第一次表示不方便回答,然后补充说道:“我解释一下,你看有没有道理。走到最后,我们唯一剩下的就是回忆,如果还要非常赤裸地去争去要,我觉得之前的所有一切都没有意义了。我不是这样的人。”回归了单身的车晓很快便投入到工作当中,最近刚刚结束了一部年代戏的拍摄,现在,她更想休息一下,出去旅游,一年12个月,车晓理想的生活状态是,上半年拍一部戏,下半年拍一部戏。中间的时间可以做一些更有意义的工作,她告诉记者,“我不是工作狂,我想要在生活中找到我感兴趣的东西。”"
890675,华硕 T9490系列,产品系列:华硕 T9490系列屏幕尺寸:0英寸CPU主频:900MHz内存容量:128硬盘容量:20GB显卡芯片:采用Intel&reg;815EM芯片操作系统:Windows XP笔记本重量:2200g 更多参数>>
993548,美丽的新疆之旅,"不知道大家端午节过得咋样?我和半岁的S6去了一个美丽的地方,兜了个风……,文字表达太无力了,直接上图吧。"
1022335,政府号召户户挂国旗 乌克兰全民迎战法兰西,"国际在线报道(记者金力):欧锦赛D组第二轮比赛东道主乌克兰队与法国队的比赛,当地时间15日晚上7点将在乌克兰工业重镇顿涅茨克的邓巴斯竞技场进行。开赛前一天,顿涅茨克市民群情激奋。在邓巴斯球场门前的街道上,川流不息的车辆挂着乌克兰的蓝黄双色国旗。乌克兰副总理科列斯尼科夫日前在举行新闻发布会时号召每个乌克兰家庭在窗户上挂国旗,支持国家队,并给比赛对手制造压力。乌克兰队主教练布洛欣对全国人民对球队的支持深表感激。他说,在对瑞典队的比赛中,全场的乌克兰球迷一起高唱国歌,让他激动不已,“在首都基辅对瑞典队的那场比赛,当比赛还剩下最后5分钟的时候,全场球迷一起唱国歌,很让人感动。我认为,在整个欧锦赛过程中,会有许多乌克兰球迷到现场去支持国家队,这是乌克兰足球事业之幸。”乌克兰副总理科列斯尼科夫说,举办欧锦赛使整个乌克兰的基础设施有了突破性的发展,国际机场和许多饭店建起来了,乌克兰的基础设施在质量和舒适性上已经赶上了欧洲水平。科列斯尼科夫还说,欧锦赛期间每天有30多万游客入境,欧锦赛结束后,乌克兰将把举办比赛的4个城市建设成欧洲的商贸和旅游中心。对于比赛城市这几年翻天覆地的变化,在顿涅茨克留学的中国学生陈良深有感触,“我来乌克兰顿涅茨克这边已经5年了。以前顿涅茨克这边跟国内的小城市差不多。现在因为要举办欧洲杯,机场火车站宾馆道路全都建起来了。现在总觉得这5年来发展挺快的。”正是这种日新月异的城市发展,让顿涅茨克这座有着悠久足球历史的城市的人们更加喜欢足球。开赛以来,全体市民像过节一样享受着足球带来的快乐。与法国队的比赛即将开始,顿涅茨克的球迷们期待着国家队给他们带来新的惊喜与快乐,“我预测乌克兰对法国的比赛3比1,球星舍夫琴科至少能进一个球。乌克兰队有很好的球员,我支持我们的国家队,祝我们国家队好运!”“这将是一场伟大的比赛,非常荣幸我能在顿涅茨克。乌克兰队将成为冠军,乌克兰队会赢。”·发送CRI到106581672,影视大片、奥运直播、炫酷音乐,CRI手机电视台各频道节目即刻一览无余!"
999498,《步步惊心》导演操刀搜神 与谭耀文合作默契,"谭耀文与导演合作默契谭耀文演技精湛搜狐娱乐讯 近日,由谭耀文、陈键锋、陈紫函、刘力扬等两岸三地实力演员联袂主演的大型古装神话偶像剧《搜神记》首次揭开神秘面纱与观众见面。该片由曾成功执导过《仙剑奇侠传》、《美人心计》、《步步惊心》的导演吴锦源亲自操刀,为《搜神记》保驾护航。著名演员谭耀文与导演合作拍摄,在现场默契十足,精准而完美的诠释出导演有期待的戏份表现。《搜神记》讲述了上古洪荒时代,伏羲带领众人联手拯救苍生的感人故事。著名演员谭耀文,在电视剧第一集开篇,就精彩的诠释了性格大相径庭的两个兄弟,夙违和夙和。吴锦源导演为了更加突出故事中的主线矛盾,特意安排由演技精湛的谭耀文分饰两角,向观众用表演语言讲述这一重要的故事突破口。身着黑衣的夙违冷酷沉稳,不带一丝笑意,身着白衣的夙和为人如春风般柔和温暖,即将拜堂的夙和遭到了夙违的阻拦,由谭耀文一人诠释的兄弟二人激烈打斗精彩绝伦,令许多观众称奇。谭耀文对于导演的用心安排非常认同,并且完美的展现出导演的寓意,两人合作默契十足,共同为观众带来了一部让人深陷其中的电视剧。无论是黑衣的夙违还是白衣的夙和,谭耀文通过内心的刻画,让观众看到了面容相同内心却大相径庭的两兄弟,在观众心中埋下了最精彩绝伦的剧情伏笔,让人拍案称奇。"
1008170,设搜狐汽车为首页,"外观:典型美式风格 肌肉感十足【搜狐汽车 帮你选车】作为凯迪拉克首款搭载4缸2.0L涡轮增压直喷发动机的主力车型,SLS赛威2.0T起价不到40万元,这款专为中国新锐精英度身打造的低排量车型,将开创主流豪华商务市场高性能与低排量并肩同行的新趋势。…… "
1019199,塔利班称其使者与阿富汗高官面对面交谈,"塔利班6月30日说,一名塔利班使者本周早些时候与阿富汗政府一名高级官员面对面交谈。美联社评论,这次在日本城市京都的会晤是寻求结束阿富汗旷日持久冲突艰难尝试中一个“罕见积极迹象”。首派使者会晤场所是位于京都的同志社大学,由校方组织。阿富汗政府由和平理事会高级成员穆罕默德·马松·斯塔尼克扎伊代表,对方则由塔利班政权执政时期出任计划部长的卡里丁·穆罕默德·哈尼夫代表。塔利班发言人扎比乌拉·穆贾希德通过电话告诉美联社记者,哈尼夫有意“解释(塔利班自称的)伊斯兰酋长国政策”。穆贾希德没有说明哈尼夫如何到达日本。哈尼夫是塔利班高层成员,却不在西方国家的通缉名单上。和平人士西迪克·曼苏尔·安萨里应邀出席。安萨里说,这是同志社大学组织的第三场阿富汗和平与和解会晤,塔利班首次派使者参加。分歧不减安萨里说,会晤旨在澄清双方观点和分歧,不求达成协议。阿富汗和美国政府一直试图把塔利班拉回谈判桌。美国军方多名指挥官说过,无法仅凭军事实力赢得阿富汗战争。塔利班认定阿富汗实际由美国控制,长期以来拒绝与总统哈米德·卡尔扎伊领导的阿富汗政府谈判。北大西洋公约组织定于2014年年底前撤出驻阿富汗的作战部队。美国政府试图在这一期限到来前让阿富汗各方自主实现和解。按安萨里的说法,哈尼夫在会晤中说,美国曾经允诺释放关押在关塔那摩监狱的一些塔利班成员并允许他们到想去的任何地方,却食言。塔利班今年早些时候中止在卡塔尔与美国谈判。美阿官员告诉美联社记者,美国政府考虑把关塔那摩监狱一些塔利班在押人员移送阿富汗一所监狱,以便向塔利班温和派展示,美国仍希望达成和平协议。但是,塔利班发言人穆贾希德说,“美国人对话不真诚,应对(对话陷入)僵局承担责任”,白宫新提议不会把塔利班哄回谈判桌。内斗见缓京都会晤期间,塔利班与激进武装组织伊斯兰党就要求外国部队、包括培训教官完全撤离阿富汗找到共同点。先前,一些报道称,塔利班和伊斯兰党“内斗”。安萨里说:“塔利班坚持要求外国部队2014年以后完全撤离,称卡尔扎伊政府是傀儡,说他们不会与卡尔扎伊及其政府谈判。”"
953807,法师录节目被猴“戏耍”引追捧,"河北法师录节目被猴“戏耍”引网友追捧近日,一名微博认证为“河北省佛教协会副会长,沧州市佛教协会会长”的法师在网络上爆红。他名为延参法师,一次在山上录制节目时遭猴子“戏耍”,但他却毫不生气,反而写诗赠猴子,引得网友追捧。(图片来源于延参法师微博)"
1046350,叫板小米 低价双核新机HTC T329w曝光,"作为HTC新渴望系列的成员之一,HTC T328w虽然价格比较便宜,但没有配备双核处理器还是让人颇感遗憾,尤其是与其他同价位的国产品牌双核智能手机相比,似乎显得竞争力不足。好在HTC对此早有准备,即将推出的双核升级版本HTC T329w已经在网络上浮出水面。这次在网络上曝光的HTC T329w虽然并没有展示其庐山真面目,但通过GLBenchmark跑分测试提供的信息,我们还是不难发现该机的一些特色。首先,HTC T329W从型号上便可确定是HTC T328w的后续版本;其次,该机还配备了双核处理器,具体型号则为高通骁龙MSM8225。而对于这款处理器或许我们不会觉得陌生,最近在网络上较火的小辣椒双核智能手机便采用的是该处理器。其主要特色是集成了Adreno 203图形处理器以及3G调制解调器。只是MSM8255虽然被划归到了高通骁龙S4系列,但属于面向中低端市场的产品,其内置的Adreno 203图形处理器的性能估计和Adreno205接近。而处理器的性能则与我们比较熟悉的高通MSM8260相比也同样存在一定差距,比如仅相当于1.2GHz的高通MSM8260处理器性能的63.5%,而相比1.5GHz的MSM8260的处理器性能则只有51%左右。值得一提的是,尽管现在还不清楚HTC T329w的真实身份和其他更多详细的功能配置,但从曝光其整体特色和手机型号来看,似乎与不久前曝光的那款HTC Proto新机比较接近,有可能作为HTC新渴望系列的升级版本推出。如果这个推测成立的话,那么则意味着这款新机也将会配备4.0英寸WVGA分辨率的触控屏,拥有4GB的ROM存储空间,并且会将RAM容量增至768MB,支持最大32GB的存储卡扩展。此外,HTC T329w还搭载有Android4.0.4系统和HTC Sense 4.0操作界面,将会提供新的景观模式和拥有改进的3D任务切换和通知功能。至于手机的其他功能方面,根据过去HTC Proto曝光的信息显示,该机也会配备500万像素摄像头,拥有最大光圈F2.0的镜头,支持自动聚焦和视频录制等功能。同时与当前市场上热销的HTC T328w一样,尽管定位属于中低端,但HTC还是会为该机提供了Beats Audio技术,可以呈现浑厚、强劲的低音以及清晰自然音质表现。而除了支持WCDMA/HSDPA网络、蓝牙V3.0技术、GPS导航、Wi-Fi无线上网等功能之外,根据过去的曝光的信息显示,该机还会配备1650毫安时电池,在待机续航上会有更好的表现。而根据过去国外网站对HTC Proto外形表述,该机也将拥有较为轻薄的造型,其机身厚度仅9.3毫米,重114克。此外,虽然目前还不清楚该机将于何时发布以及未来的市场价格,但从过去国外媒体报道的主攻性比价等市场定位来看,预计这款HTC T329w的价格不会很高,甚至有可能接替当前HTC 新渴望系列的地位,以接近2000元的价位抢夺双核智能手机市场。"
892152,纽约市场油价19日上涨,"新华网纽约6月19日电(记者乔继红)由于伊朗核谈判陷入僵局且市场期待美国联邦储备委员会将采取更多货币刺激政策,纽约油价19日上涨。当天,伊朗和六国之间的第三轮核谈判在莫斯科结束。谈判未取得任何进展,未能达成有效解决伊朗核争议的协议,而且双方也没有确定下次谈判的时间。分析人士指出,由于之前以色列曾表示,如果外交努力失败,它将考虑对伊朗动武,以逼迫伊朗放弃核计划。中东地区风险因素陡增,推动油价反弹。纽约商品交易所原油交易员雷蒙德·卡本说,投资者对伊朗核谈判不抱希望,谈判不断推延将持续为油价上涨提供动力。另外,美联储当天举行货币政策会议。市场上对于美联储将采取更多货币刺激政策的预期增强,很多投资者认为,美联储在20日货币政策结束时可能会宣布某种形式的货币刺激政策。市场情绪因此高涨,也推动油价上涨。在欧洲债务危机方面,西班牙最近一次国债拍卖中,尽管收益率依然上涨,却完成拍卖目标,显示投资者仍对西班牙抱有信心。同时,希腊有望很快组成新的联合政府,也减轻市场忧虑。另外,在二十国集团峰会期间,欧盟暗示将考虑加快欧元区内部融合,并采取其他措施应对债务危机。这些对市场来说都是积极信号,对油价构成支撑。欧元当天对美元汇率上涨,而美元则对主要货币下跌,弱势美元也助推油价上涨。"
1036994,1.3L 豪华型,指导价:5.89万 经销商报价:5.89~5.89万 找底价生产厂家:众泰汽车驱动方式:前置后驱汽车级别:SUV车体结构:5门5座SUV/越野车年款:2010款整体质量:1130公斤长x宽x高:3970×1570×1733工信部综合油耗:---发动机:1.3L 93马力 L4保修:整车3年/10万公里变速箱:5挡手动
916728,Mazda6 及睿翼0利息购车,"对象:龙卡信用卡用户2、 最低首付30%:首付比例最低为实际成交净车价的30%;分期付款的审批金额最高可达所购汽车实际成交净车价(最高不超过市场指导价)的70%,且最高不超过20万。3、 手续费:持卡人可享首付50% 12期0利息0手续费,50%首付18期0利息0手续费。首付低于50%或分期超过18期也可享受最低的手续费0利息的分期优惠。详情请致电青岛奥华一汽马自达大客户部专线:0532-88702887董春: 13210278007郭崇山: 13210231473宋宗占: 15954876836我们矢志不渝,专注于您。"
1057475,￥5400,产品系列:华硕 GVC系列屏幕尺寸:0英寸CPU主频:1000MHz内存容量:128硬盘容量:30显卡芯片:SiS 630内建4X AGP 4~64操作系统:Windows 2000笔记本重量:2680g 更多参数>>
1026789,慈利16名吃寿宴村民被洪水围困二楼 消防营救(组图),"(6月26日上午,慈利县零阳镇万福村16名村民受困于洪水中,慈利县消防大队救援官兵正在解救被困村民。图/潇湘晨报滚动新闻通讯员 黄驰 魏咏柏)红网张家界6月27日(潇湘晨报滚动新闻通讯员 黄驰 魏咏柏)受暴雨影响,6月26日上午,慈利县零阳镇万福村16名村民被困于洪水中,同样被困的还有该村一塑料厂的18名员工。张家界市消防支队指挥中心接到求助电话后,立即调度慈利县消防大队2辆消防车、10名官兵赶赴现场进行救援。在历时4个多小时的紧急营救后,成功将34名被困群众安全救出。慈利县消防大队救援官兵10时左右赶到被困村民家中,发现该户人家因地势偏低,洪水已将房屋一楼淹没,被困人员全都躲至二楼避险。据村民介绍,被困村民姓杨,26日是他六十岁生日,本打算摆酒祝寿,不想大雨不止,洪水来得迅猛,很快便堵住了所有出口,前来祝寿的亲友一行16人不得不跑到二楼避险。"
918916,指数样本股调整在即 掘金新入围股,"按照上交所和深交所的规划,将在7月2日对包括上证50、沪深300、深证成指在内的多个指数的样本股进行调整,业内人士指出,各类指数样本股的调整变化通常会引发相关指数基金休整其投资组合,因此即将被纳入重点指数的新样本股有望在近期走出“指数调整行情”。指数样本股大面积更换根据上交所、深交所发布的公告,将在7月2日调整多只指数的样本股,涉及包括上证180、上证50、沪深300、深证成指、中小板指、创业板指等在内的一系列指数。在本次样本调整中,上证380指数更换的样本股最多,涉及到37只股票。紧随其后的是基金关注度较高的沪深300指数,在此次调整中,该指数更换了18只样本股,东吴证券、长城汽车等多只今年以来走势强劲的热点股将顶替原有的大智慧、上海电气等股。上证50指数则更换4只股票,方正证券、中国水电等进入指数,而西部矿业、中国国航等4只股票被调出。相对于上交所大刀阔斧的样本股调整,深交所此次调整所涉及的范围相对较小,深证成指将更换1只样本,即调入冀东水泥,调出露天煤业;中小板指和创业板指将分别更换9只和3只样本,奥飞动漫、陕天燃气、舒泰神、信维通信等股将从7月2日起成为新的中小板指和创业板指的样本股。光大证券分析师周明指出,虽然指数样本股的调整属于A股市场的正常变动,但部分重要指数样本股的更替有可能对A股市场带来重大的影响,现在市场上最重要的三个指数就是上证50、深证成指和沪深300指数,上证50和深证成指的90只股票是融资融券的标的,沪深300指数则是股指期货合约的标的,因此,这三大指数进行成分股调整对A股市场影响举足轻重。部分指数样本股有机会业内人士指出,通常而言,各类指数样本股的调整变化会引发相关指数基金调整其投资组合,新样本股的股价会在调入指数前后出现一定上涨,从而走出一波指数调整行情。比如在今年1月4日的上一轮指数样本股调整中,新纳入深成指的中色股份、徐工机械在1月份分别录得15.42%、12.52%的月度涨幅,而同期深成指的涨幅不到4%。"
1051317,美库存处历史低位 天气炒作未息豆类涨势难止,"虽然大宗商品调整势头明显,但豆类却明显抗跌。由于6月下旬全球厄尔尼诺气候出现征兆,三季度干旱天气威胁美豆生长,美豆单产将下调,豆类市场有望恢复涨势。美豆库存尚处历史低位根据美国农业6月末的种植面积报告,预计美豆种植面积为7610万英亩,年比增加1%,创历史第三高记录,纽约、北达科他州、宾夕法尼亚州种植面积创历史纪录。但受干旱天气影响,美豆单产有望下调,本年度美豆产量很难达到2011/2012年度的8300万吨的产量。在2011/2012年度南美大豆大幅减产下,美豆的库存消耗较大,而新年度美豆产量难以扩大,预期美豆新年度的期末库存依然处于低位,6月月度供需数据显示库存比为14.13%,仍然是近几年的相对低位,将限制豆类市场的跌幅,后期库存紧张将继续支持美豆近月合约的强势。美豆单产有望下调三季度是美豆生长的关键时期,在种植面积确定后,天气是最重要的影响因素。根据最新的美国农业部每周作物生长报告,截至7月1日当周,美豆生长优良率为45%,上周为53%,上年同期为66%,美豆优良率是最近几十年的新低,干旱天气导致美豆优良率下降,最终导致单产和产量的下降。与此同时,对美豆天气的炒作将贯穿三季度。根据国际气象机构报告,厄尔尼诺和拉尼娜的检测指标显示2012年1月份拉尼娜现象已经回归到正常,但在7月份,全球开始发生厄尔尼诺灾害气候,而且厄尔尼诺天气将持续到本年度,贯穿美豆后期整个生产过程,厄尔尼诺往往导致北半球大豆产区干旱,天气炒作是豆类市场上涨的主要动力。国内库存消化尚待时日"
900356,2.0TFSI 基本型,指导价:35.50万 经销商报价:27.50~35.50万 找底价生产厂家:一汽奥迪驱动方式:前置前驱汽车级别:中大型车车体结构:4门5座三厢轿车年款:2011款整体质量:1715公斤长x宽x高:5035×1855×1485工信部综合油耗:---发动机:2.0T 170马力 L4保修:整车2年/6万公里变速箱:6挡手动
904968,广州58个全新盘下半年亮相,"南都讯 记者林广 随着近期地方政府微调,以及降息等利好消息刺激,开发商似乎也开始蠢蠢欲动了。搜房网数据监控中心截止至6月25日统计,广州十区二市预计将有141个楼盘在2012年下半年推新,比上半年实际开盘数量多20个。值得注意的是,下半年新推盘项目中全新项目有58个,老盘加推占83个。下半年中心六区推26个全新盘一直以来受到宏观调控政策的影响,广州中心六区的成交量以及推货量都不如近郊区域,全新盘更是不太多见。不过根据统计,今年下半年广州中心六区的推新楼盘有51个,其中全新盘达26个,占50.98%。据了解,市区的供货量集中在天河和白云两区,另外,老城区越秀区的北京路商圈、海珠区的江南西商圈和荔湾区的芳村板块均有新盘亮相。数据显示,天河下半年新盘量达13个,而其中6个位于珠江新城板块。板块内比较耀眼的全新盘包括侨鑫·汇悦台、兰亭荟、尚东君御等。而郊区方面,番禺、花都分别以27、22个项目推新继续成为全市下半年的供货大区,两区推新量合计占全市新货量的34 .75%。番禺 作为广州最热的置业区域,2012下半年,番禺预计推新的楼盘达27个。不过由于新货集中市桥和大学城板块,楼盘间的竞争仍然相当激烈。位于广州北部的从化,上半年推新速度十分缓慢,不少楼盘一直期待新的入户政策出台刺激市场。下半年从化市预计有11个洋房项目推新,其中老盘推新有9个,全新盘仅有2个。"
